run_accession	age	aligned	altitude	assembly_quality	assembly_software	bam_aspera	bam_bytes	bam_file_role	bam_ftp	bam_galaxy	bam_md5	base_count	binning_software	bio_material	bisulfite_protocol	broad_scale_environmental_context	broker_name	cage_protocol	cell_line	cell_type	center_name	checklist	chip_ab_provider	chip_protocol	chip_target	collected_by	collection_date	collection_date_end	collection_date_start	completeness_score	contamination_score	control_experiment	country	cultivar	culture_collection	datahub	depth	description	dev_stage	disease	dnase_protocol	ecotype	elevation	environment_biome	environment_feature	environment_material	environmental_medium	environmental_sample	experiment_accession	experiment_alias	experiment_target	experiment_title	experimental_factor	experimental_protocol	extraction_protocol	faang_library_selection	fastq_aspera	fastq_bytes	fastq_file_role	fastq_ftp	fastq_galaxy	fastq_md5	file_location	first_created	first_public	germline	hi_c_protocol	host	host_body_site	host_genotype	host_gravidity	host_growth_conditions	host_phenotype	host_scientific_name	host_sex	host_status	host_tax_id	identified_by	instrument_model	instrument_platform	investigation_type	isolate	isolation_source	last_updated	lat	library_construction_protocol	library_gen_protocol	library_layout	library_max_fragment_size	library_min_fragment_size	library_name	library_pcr_isolation_protocol	library_prep_date	library_prep_date_format	library_prep_latitude	library_prep_location	library_prep_longitude	library_selection	library_source	library_strategy	local_environmental_context	location	location_end	location_start	lon	marine_region	mating_type	ncbi_reporting_standard	nominal_length	nominal_sdev	pcr_isolation_protocol	ph	project_name	protocol_label	read_count	read_strand	restriction_enzyme	restriction_enzyme_target_sequence	restriction_site	rna_integrity_num	rna_prep_3_protocol	rna_prep_5_protocol	rna_purity_230_ratio	rna_purity_280_ratio	rt_prep_protocol	run_alias	run_date	salinity	sample_accession	sample_alias	sample_capture_status	sample_collection	sample_description	sample_material	sample_prep_interval	sample_prep_interval_units	sample_storage	sample_storage_processing	sample_title	sampling_campaign	sampling_platform	sampling_site	scientific_name	secondary_project	secondary_sample_accession	secondary_study_accession	sequencing_date	sequencing_date_format	sequencing_location	sequencing_longitude	sequencing_method	sequencing_primer_catalog	sequencing_primer_lot	sequencing_primer_provider	serotype	serovar	sex	specimen_voucher	sra_aspera	sra_bytes	sra_file_role	sra_ftp	sra_galaxy	sra_md5	status	strain	study_accession	study_alias	study_title	sub_species	sub_strain	submission_accession	submission_tool	submitted_aspera	submitted_bytes	submitted_file_role	submitted_format	submitted_ftp	submitted_galaxy	submitted_host_sex	submitted_md5	submitted_read_type	surveillance_target	tag	target_gene	tax_id	tax_lineage	taxonomic_classification	taxonomic_identity_marker	temperature	tissue_lib	tissue_type	transposase_protocol	variety
ERR14788821						fasp.sra.ebi.ac.uk:/vol1/err/ERR147/021/ERR14788821/ERR14788821.bam	28020102	ARCHIVAL_FILE	ftp.sra.ebi.ac.uk/vol1/err/ERR147/021/ERR14788821/ERR14788821.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR147/021/ERR14788821/ERR14788821.bam	3974d85ef17abf501134ea6df34703a3	37603831					ERASMUS MC, UNIVERISTY MEDICAL CENTER				ERASMUS MC;UNIVERSITY MEDICAL CENTER;ERASMUS MC;UNIVERISTY MEDICAL CENTER	ERC000029				Global sewage consortium	2017-06-20	2017-06-20	2017-06-19				Australia			dcc_metagenome		Illumina MiSeq sequencing										true	ERX14192678	ena-EXPERIMENT-TAB-27-03-2025-16:12:33:445-54845		Illumina MiSeq sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR147/021/ERR14788821/ERR14788821_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR147/021/ERR14788821/ERR14788821_2.fastq.gz	15294072;12104329	GENERATED_FILE;GENERATED_FILE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/021/ERR14788821/ERR14788821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/021/ERR14788821/ERR14788821_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/021/ERR14788821/ERR14788821_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/021/ERR14788821/ERR14788821_2.fastq.gz	8bd3f07cfa6bd4e761c32364242d0b49;c08a15f2cab69185071fa01fe8e005f2		2025-03-27	2025-03-27														Illumina MiSeq	ILLUMINA		DTU2017_MG_79_AU_MA	wastewater	2025-03-27				PAIRED			AU-MA-79							RANDOM	METAGENOMIC	WGS													Wastewater metagenomics sequencing of the global urban virome		204498											ena-RUN-TAB-27-03-2025-16:12:33:446-54846			SAMEA4777514	DTU2017_MG_79_AU_MA													wastewater metagenome		ERS2597462	ERP170496																			public	DTU2017_MG_79_AU_MA	PRJEB87273	795c267e-0c9a-4ba1-b051-dc9b742e1c14	Global urban virome			ERA31253669		fasp.sra.ebi.ac.uk:/vol1/run/ERR147/ERR14788821/capture_batch1_sample1_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR147/ERR14788821/capture_batch1_sample1_R2.fastq.gz	14906807;11703236	SUBMISSION_FILE;SUBMISSION_FILE	FASTQ;FASTQ	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR14788821/capture_batch1_sample1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR14788821/capture_batch1_sample1_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR14788821/capture_batch1_sample1_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR14788821/capture_batch1_sample1_R2.fastq.gz		9a413499662b50f9e143e3304580c086;95ac97d0d41f4f79b4c425eee0297d1c	PAIRED;PAIRED				527639	1;2787823;12908;408169;410657;527639							
ERR14788824						fasp.sra.ebi.ac.uk:/vol1/err/ERR147/024/ERR14788824/ERR14788824.bam	36176777	ARCHIVAL_FILE	ftp.sra.ebi.ac.uk/vol1/err/ERR147/024/ERR14788824/ERR14788824.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR147/024/ERR14788824/ERR14788824.bam	bb2ecafb40d858adc46201e9eba013a7	49127152					ERASMUS MC, UNIVERISTY MEDICAL CENTER				ERASMUS MC;UNIVERSITY MEDICAL CENTER;ERASMUS MC;UNIVERISTY MEDICAL CENTER	ERC000011				Global sewage consortium	2018-12-18	2018-12-18	2018-12-18				Australia			dcc_metagenome		Illumina MiSeq sequencing										true	ERX14192681	ena-EXPERIMENT-TAB-27-03-2025-16:12:33:447-54851		Illumina MiSeq sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR147/024/ERR14788824/ERR14788824_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR147/024/ERR14788824/ERR14788824_2.fastq.gz	19848017;15542286	GENERATED_FILE;GENERATED_FILE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/024/ERR14788824/ERR14788824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/024/ERR14788824/ERR14788824_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/024/ERR14788824/ERR14788824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/024/ERR14788824/ERR14788824_2.fastq.gz	dc04b52f1ca9110430b5ecb2cb1c9ea2;e2cd16f19f5b37d21b4da46e213e989f		2025-03-27	2025-03-27														Illumina MiSeq	ILLUMINA		DTU_2018_876_1_MG_AU_MA_560	wastewater	2025-03-27				PAIRED			AU-MA-560							RANDOM	METAGENOMIC	WGS													Wastewater metagenomics sequencing of the global urban virome		263486											ena-RUN-TAB-27-03-2025-16:12:33:448-54852			SAMEA7426331	DTU_2018_876_1_MG_AU_MA_560													wastewater metagenome		ERS5184549	ERP170496																			public	DTU_2018_876_1_MG_AU_MA_560	PRJEB87273	795c267e-0c9a-4ba1-b051-dc9b742e1c14	Global urban virome			ERA31253669		fasp.sra.ebi.ac.uk:/vol1/run/ERR147/ERR14788824/capture_batch1_sample4_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR147/ERR14788824/capture_batch1_sample4_R2.fastq.gz	19350361;15028373	SUBMISSION_FILE;SUBMISSION_FILE	FASTQ;FASTQ	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR14788824/capture_batch1_sample4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR14788824/capture_batch1_sample4_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR14788824/capture_batch1_sample4_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR14788824/capture_batch1_sample4_R2.fastq.gz		6aa461698fb950d8ef8e6af1c55550c2;3f0eafbf7e193efb929b9fb333d65e13	PAIRED;PAIRED				527639	1;2787823;12908;408169;410657;527639							
ERR14788827						fasp.sra.ebi.ac.uk:/vol1/err/ERR147/027/ERR14788827/ERR14788827.bam	28641037	ARCHIVAL_FILE	ftp.sra.ebi.ac.uk/vol1/err/ERR147/027/ERR14788827/ERR14788827.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR147/027/ERR14788827/ERR14788827.bam	818c3e12084b7855f6523b8e70532489	39670798					ERASMUS MC, UNIVERISTY MEDICAL CENTER				ERASMUS MC;UNIVERSITY MEDICAL CENTER;ERASMUS MC;UNIVERISTY MEDICAL CENTER	ERC000011				Global sewage consortium	2018-06-27	2018-06-27	2018-06-26				Bosnia and Herzegovina			dcc_metagenome		Illumina MiSeq sequencing										true	ERX14192684	ena-EXPERIMENT-TAB-27-03-2025-16:12:33:449-54857		Illumina MiSeq sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR147/027/ERR14788827/ERR14788827_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR147/027/ERR14788827/ERR14788827_2.fastq.gz	15528423;12544935	GENERATED_FILE;GENERATED_FILE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/027/ERR14788827/ERR14788827_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/027/ERR14788827/ERR14788827_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/027/ERR14788827/ERR14788827_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/027/ERR14788827/ERR14788827_2.fastq.gz	cb8b7733d006c78387c272a6a780d3c4;821f72a130794ef0b4c436a0dfd3ec0f		2025-03-27	2025-03-27														Illumina MiSeq	ILLUMINA		DTU_2018_667_1_MG_BA_BL_355	wastewater	2025-03-27				PAIRED			BA-BL-355							RANDOM	METAGENOMIC	WGS													Wastewater metagenomics sequencing of the global urban virome		204368											ena-RUN-TAB-27-03-2025-16:12:33:449-54858			SAMEA7428434	DTU_2018_667_1_MG_BA_BL_355													wastewater metagenome		ERS5186649	ERP170496																			public	DTU_2018_667_1_MG_BA_BL_355	PRJEB87273	795c267e-0c9a-4ba1-b051-dc9b742e1c14	Global urban virome			ERA31253669		fasp.sra.ebi.ac.uk:/vol1/run/ERR147/ERR14788827/capture_batch1_sample7_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR147/ERR14788827/capture_batch1_sample7_R2.fastq.gz	15141283;12149179	SUBMISSION_FILE;SUBMISSION_FILE	FASTQ;FASTQ	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR14788827/capture_batch1_sample7_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR14788827/capture_batch1_sample7_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR14788827/capture_batch1_sample7_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR14788827/capture_batch1_sample7_R2.fastq.gz		c7a8638f8cdfe0471a057b4aea406ccf;6c8d88954bd7d4bbab097f0cb3d57986	PAIRED;PAIRED				527639	1;2787823;12908;408169;410657;527639							
ERR14788831						fasp.sra.ebi.ac.uk:/vol1/err/ERR147/031/ERR14788831/ERR14788831.bam	26196084	ARCHIVAL_FILE	ftp.sra.ebi.ac.uk/vol1/err/ERR147/031/ERR14788831/ERR14788831.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR147/031/ERR14788831/ERR14788831.bam	d975acb2ef2e63d852abb3ad3863b1d0	35540709					ERASMUS MC, UNIVERISTY MEDICAL CENTER				ERASMUS MC;UNIVERSITY MEDICAL CENTER;ERASMUS MC;UNIVERISTY MEDICAL CENTER	ERC000011				Global sewage consortium	2018-07-09	2018-07-09	2018-07-08				Canada			dcc_metagenome		Illumina MiSeq sequencing										true	ERX14192688	ena-EXPERIMENT-TAB-27-03-2025-16:12:33:451-54865		Illumina MiSeq sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR147/031/ERR14788831/ERR14788831_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR147/031/ERR14788831/ERR14788831_2.fastq.gz	11860917;13833608	GENERATED_FILE;GENERATED_FILE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/031/ERR14788831/ERR14788831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/031/ERR14788831/ERR14788831_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/031/ERR14788831/ERR14788831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/031/ERR14788831/ERR14788831_2.fastq.gz	209165e486dcdac02869824d798f6e63;147f55377b6392bac750de2628fd6a2f		2025-03-27	2025-03-27														Illumina MiSeq	ILLUMINA		DTU_2018_720_1_MG_CA_OT_417	wastewater	2025-03-27				PAIRED			CA-OT-417							RANDOM	METAGENOMIC	WGS													Wastewater metagenomics sequencing of the global urban virome		196828											ena-RUN-TAB-27-03-2025-16:12:33:459-54866			SAMEA7428484	DTU_2018_720_1_MG_CA_OT_417													wastewater metagenome		ERS5186699	ERP170496																			public	DTU_2018_720_1_MG_CA_OT_417	PRJEB87273	795c267e-0c9a-4ba1-b051-dc9b742e1c14	Global urban virome			ERA31253669		fasp.sra.ebi.ac.uk:/vol1/run/ERR147/ERR14788831/capture_batch1_sample11_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR147/ERR14788831/capture_batch1_sample11_R2.fastq.gz	13458953;11479777	SUBMISSION_FILE;SUBMISSION_FILE	FASTQ;FASTQ	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR14788831/capture_batch1_sample11_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR14788831/capture_batch1_sample11_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR14788831/capture_batch1_sample11_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR14788831/capture_batch1_sample11_R2.fastq.gz		be352f4811ee9256e166f9614656f16e;fc7cd52637a304a8372e8c7e3e11d447	PAIRED;PAIRED				527639	1;2787823;12908;408169;410657;527639							
ERR14788834						fasp.sra.ebi.ac.uk:/vol1/err/ERR147/034/ERR14788834/ERR14788834.bam	38283692	ARCHIVAL_FILE	ftp.sra.ebi.ac.uk/vol1/err/ERR147/034/ERR14788834/ERR14788834.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR147/034/ERR14788834/ERR14788834.bam	ede3b0d66e63f539d43699ed0499b7d6	51194309					ERASMUS MC, UNIVERISTY MEDICAL CENTER				ERASMUS MC;UNIVERSITY MEDICAL CENTER;ERASMUS MC;UNIVERISTY MEDICAL CENTER	ERC000011				Global sewage consortium	2017-11-22	2017-11-22	2017-11-22				Cote d'Ivoire			dcc_metagenome		Illumina MiSeq sequencing										true	ERX14192691	ena-EXPERIMENT-TAB-27-03-2025-16:12:33:460-54871		Illumina MiSeq sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR147/034/ERR14788834/ERR14788834_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR147/034/ERR14788834/ERR14788834_2.fastq.gz	19877579;17651062	GENERATED_FILE;GENERATED_FILE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/034/ERR14788834/ERR14788834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/034/ERR14788834/ERR14788834_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/034/ERR14788834/ERR14788834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/034/ERR14788834/ERR14788834_2.fastq.gz	6cbaa7dfd5e5751286b6dc2159badcc4;65125fdc22ad167e180af975579de23b		2025-03-27	2025-03-27														Illumina MiSeq	ILLUMINA		DTU_2017_524_1_MG_CI_YA_220	wastewater	2025-03-27				PAIRED			CI-YA-220							RANDOM	METAGENOMIC	WGS													Wastewater metagenomics sequencing of the global urban virome		309242											ena-RUN-TAB-27-03-2025-16:12:33:460-54872			SAMEA7428268	DTU_2017_524_1_MG_CI_YA_220													wastewater metagenome		ERS5186484	ERP170496																			public	DTU_2017_524_1_MG_CI_YA_220	PRJEB87273	795c267e-0c9a-4ba1-b051-dc9b742e1c14	Global urban virome			ERA31253669		fasp.sra.ebi.ac.uk:/vol1/run/ERR147/ERR14788834/capture_batch1_sample14_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR147/ERR14788834/capture_batch1_sample14_R2.fastq.gz	19287577;17051526	SUBMISSION_FILE;SUBMISSION_FILE	FASTQ;FASTQ	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR14788834/capture_batch1_sample14_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR14788834/capture_batch1_sample14_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR14788834/capture_batch1_sample14_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR14788834/capture_batch1_sample14_R2.fastq.gz		203e6de76dbfe26f12ea63a2b2530f9f;08332655ab85df97cc84fb9cb42350e4	PAIRED;PAIRED				527639	1;2787823;12908;408169;410657;527639							
ERR14788838						fasp.sra.ebi.ac.uk:/vol1/err/ERR147/038/ERR14788838/ERR14788838.bam	54978000	ARCHIVAL_FILE	ftp.sra.ebi.ac.uk/vol1/err/ERR147/038/ERR14788838/ERR14788838.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR147/038/ERR14788838/ERR14788838.bam	dd9a4ca57ee74784549197caa015d0da	80689950					ERASMUS MC, UNIVERISTY MEDICAL CENTER				ERASMUS MC;UNIVERSITY MEDICAL CENTER;ERASMUS MC;UNIVERISTY MEDICAL CENTER	ERC000011				"Technical University of Denmark, Food Institute"	2018-05-11	2018-05-11	2018-05-10				China			dcc_metagenome		Illumina MiSeq sequencing										true	ERX14192695	ena-EXPERIMENT-TAB-27-03-2025-16:12:33:462-54879		Illumina MiSeq sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR147/038/ERR14788838/ERR14788838_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR147/038/ERR14788838/ERR14788838_2.fastq.gz	28040455;26100887	GENERATED_FILE;GENERATED_FILE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/038/ERR14788838/ERR14788838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/038/ERR14788838/ERR14788838_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/038/ERR14788838/ERR14788838_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/038/ERR14788838/ERR14788838_2.fastq.gz	2702afc8d168cf6d2d8e360c9d12f8f9;c36a445cab1ceef35cb2c69f07d84653		2025-03-27	2025-03-27														Illumina MiSeq	ILLUMINA		DTU_2018_1013582_1_MG_CN1805_L86	sewage	2025-03-27				PAIRED			CN-1805							RANDOM	METAGENOMIC	WGS													Wastewater metagenomics sequencing of the global urban virome		411976											ena-RUN-TAB-27-03-2025-16:12:33:463-54880			SAMEA13189746	DTU_2018_1013582_1_MG_CN1805_L86													wastewater metagenome		ERS10793282	ERP170496																			public	DTU_2018_1013582_1_MG_CN1805_L86	PRJEB87273	795c267e-0c9a-4ba1-b051-dc9b742e1c14	Global urban virome			ERA31253669		fasp.sra.ebi.ac.uk:/vol1/run/ERR147/ERR14788838/capture_batch1_sample18_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR147/ERR14788838/capture_batch1_sample18_R2.fastq.gz	27268242;25319037	SUBMISSION_FILE;SUBMISSION_FILE	FASTQ;FASTQ	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR14788838/capture_batch1_sample18_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR14788838/capture_batch1_sample18_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR14788838/capture_batch1_sample18_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR14788838/capture_batch1_sample18_R2.fastq.gz		8ed75edd6c3fdfee95670b3089936018;2f30ae603fd41174110fd300ffc2e883	PAIRED;PAIRED				527639	1;2787823;12908;408169;410657;527639							
ERR14788839						fasp.sra.ebi.ac.uk:/vol1/err/ERR147/039/ERR14788839/ERR14788839.bam	11678877	ARCHIVAL_FILE	ftp.sra.ebi.ac.uk/vol1/err/ERR147/039/ERR14788839/ERR14788839.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR147/039/ERR14788839/ERR14788839.bam	7999987b7d080111bf291fef82a91f41	15571822					ERASMUS MC, UNIVERISTY MEDICAL CENTER				ERASMUS MC;UNIVERSITY MEDICAL CENTER;ERASMUS MC;UNIVERISTY MEDICAL CENTER	ERC000011				"Technical University of Denmark, Food Institute"	2018-08-09	2018-08-09	2018-08-08				China			dcc_metagenome		Illumina MiSeq sequencing										true	ERX14192696	ena-EXPERIMENT-TAB-27-03-2025-16:12:33:463-54881		Illumina MiSeq sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR147/039/ERR14788839/ERR14788839_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR147/039/ERR14788839/ERR14788839_2.fastq.gz	6099854;5303474	GENERATED_FILE;GENERATED_FILE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/039/ERR14788839/ERR14788839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/039/ERR14788839/ERR14788839_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/039/ERR14788839/ERR14788839_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/039/ERR14788839/ERR14788839_2.fastq.gz	b78f411f286beb6a6e56b13519973543;354a8e2eadce0088de7949d9cb8e8b48		2025-03-27	2025-03-27														Illumina MiSeq	ILLUMINA		DTU_2018_1013583_1_MG_CN1808_L87	sewage	2025-03-27				PAIRED			CN-1808							RANDOM	METAGENOMIC	WGS													Wastewater metagenomics sequencing of the global urban virome		92870											ena-RUN-TAB-27-03-2025-16:12:33:463-54882			SAMEA13189747	DTU_2018_1013583_1_MG_CN1808_L87													wastewater metagenome		ERS10793283	ERP170496																			public	DTU_2018_1013583_1_MG_CN1808_L87	PRJEB87273	795c267e-0c9a-4ba1-b051-dc9b742e1c14	Global urban virome			ERA31253669		fasp.sra.ebi.ac.uk:/vol1/run/ERR147/ERR14788839/capture_batch1_sample19_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR147/ERR14788839/capture_batch1_sample19_R2.fastq.gz	5923716;5123393	SUBMISSION_FILE;SUBMISSION_FILE	FASTQ;FASTQ	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR14788839/capture_batch1_sample19_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR14788839/capture_batch1_sample19_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR14788839/capture_batch1_sample19_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR14788839/capture_batch1_sample19_R2.fastq.gz		451f47d409c77e30c1a7488e7aa1e871;f3e66ce78c578727c8bf50bf1df1ff00	PAIRED;PAIRED				527639	1;2787823;12908;408169;410657;527639							
ERR14788840						fasp.sra.ebi.ac.uk:/vol1/err/ERR147/040/ERR14788840/ERR14788840.bam	12124201	ARCHIVAL_FILE	ftp.sra.ebi.ac.uk/vol1/err/ERR147/040/ERR14788840/ERR14788840.bam	ftp.sra.ebi.ac.uk/vol1/err/ERR147/040/ERR14788840/ERR14788840.bam	e14f2a42aa76f0e8d848ed74dc50c633	15781300					ERASMUS MC, UNIVERISTY MEDICAL CENTER				ERASMUS MC;UNIVERSITY MEDICAL CENTER;ERASMUS MC;UNIVERISTY MEDICAL CENTER	ERC000011				"Technical University of Denmark, Food Institute"	2018-09-01	2018-09-01	2018-08-31				China			dcc_metagenome		Illumina MiSeq sequencing										true	ERX14192697	ena-EXPERIMENT-TAB-27-03-2025-16:12:33:463-54883		Illumina MiSeq sequencing					fasp.sra.ebi.ac.uk:/vol1/fastq/ERR147/040/ERR14788840/ERR14788840_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR147/040/ERR14788840/ERR14788840_2.fastq.gz	5432397;6249874	GENERATED_FILE;GENERATED_FILE	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/040/ERR14788840/ERR14788840_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/040/ERR14788840/ERR14788840_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/040/ERR14788840/ERR14788840_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR147/040/ERR14788840/ERR14788840_2.fastq.gz	a50964d58049a97b1da8f6a17350edb4;78e99297cdaf7515fb76ac720908af75		2025-03-27	2025-03-27														Illumina MiSeq	ILLUMINA		DTU_2018_1013584_1_MG_CN1809_L88	sewage	2025-03-27				PAIRED			CN-1809							RANDOM	METAGENOMIC	WGS													Wastewater metagenomics sequencing of the global urban virome		100192											ena-RUN-TAB-27-03-2025-16:12:33:464-54884			SAMEA13189748	DTU_2018_1013584_1_MG_CN1809_L88													wastewater metagenome		ERS10793284	ERP170496																			public	DTU_2018_1013584_1_MG_CN1809_L88	PRJEB87273	795c267e-0c9a-4ba1-b051-dc9b742e1c14	Global urban virome			ERA31253669		fasp.sra.ebi.ac.uk:/vol1/run/ERR147/ERR14788840/capture_batch1_sample20_R1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR147/ERR14788840/capture_batch1_sample20_R2.fastq.gz	6054535;5229882	SUBMISSION_FILE;SUBMISSION_FILE	FASTQ;FASTQ	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR14788840/capture_batch1_sample20_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR14788840/capture_batch1_sample20_R2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR14788840/capture_batch1_sample20_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR147/ERR14788840/capture_batch1_sample20_R2.fastq.gz		c770b6fcce47bf43c21ef44900a136fa;7b71a86a5821f688122e09524eece12d	PAIRED;PAIRED				527639	1;2787823;12908;408169;410657;527639							
